1,00:11:88:28:5E:E0,-58.0,10.061150729414603
1,00:14:BF:B1:97:8A,-63.0,11.474537027697457
1,00:16:B6:B7:5D:8C,-83.0,16.63904832014139
1,00:16:B6:B7:5D:8F,-92.0,38.40244809904702
2,00:14:BF:B1:97:8A,-61.0,11.474537027697457
2,00:11:88:28:5E:E0,-62.0,10.061150729414603
2,00:14:BF:3B:C7:C6,-63.0,11.301459595999093
2,00:16:B6:B7:5D:8C,-87.0,16.63904832014139
2,00:14:BF:B1:7C:54,-92.0,48.55737937739227
3,00:11:88:28:5E:E0,-61.0,10.061150729414603
3,00:14:BF:B1:97:81,-82.0,18.74498610295564
3,00:16:B6:B7:5D:8F,-92.0,38.40244809904702
4,00:11:88:28:5E:E0,-61.0,10.061150729414603
4,00:14:BF:3B:C7:C6,-68.0,11.301459595999093
4,00:14:BF:B1:97:8A,-73.0,11.474537027697457
4,00:14:BF:B1:97:81,-77.0,18.74498610295564
4,00:16:B6:B7:5D:8C,-81.0,16.63904832014139
5,00:11:88:28:5E:E0,-59.0,10.061150729414603
5,00:14:BF:3B:C7:C6,-70.0,11.301459595999093
5,00:14:BF:B1:97:81,-84.0,18.74498610295564
5,00:16:B6:B7:5D:8F,-91.0,38.40244809904702
5,00:14:BF:B1:7C:54,-92.0,48.55737937739227
6,00:16:B6:B7:5D:9B,-55.0,6.36041673163009
6,00:16:B6:B7:5D:8F,-61.0,16.702590218286502
6,00:14:BF:B1:97:8D,-65.0,6.7187608976655815
6,00:14:BF:B1:7C:54,-67.0,27.82674238929164
6,00:14:BF:B1:7C:57,-71.0,9.523870851707304
6,00:14:BF:3B:C7:C6,-71.0,12.41130488707775
6,00:11:88:28:5E:E0,-72.0,14.699107251802744
6,00:14:BF:B1:97:81,-92.0,30.816262005635924
7,00:16:B6:B7:5D:8F,-62.0,16.702590218286502
7,00:16:B6:B7:5D:9B,-63.0,6.36041673163009
7,00:14:BF:B1:7C:54,-67.0,27.82674238929164
7,00:14:BF:B1:97:8D,-69.0,6.7187608976655815
7,00:14:BF:B1:7C:57,-70.0,9.523870851707304
7,00:11:88:28:5E:E0,-73.0,14.699107251802744
7,00:14:BF:3B:C7:C6,-82.0,12.41130488707775
8,00:16:B6:B7:5D:8F,-58.5,16.702590218286502
8,00:11:88:28:5E:E0,-63.0,14.699107251802744
8,00:14:BF:B1:97:8D,-65.0,6.7187608976655815
8,00:14:BF:B1:7C:54,-66.0,27.82674238929164
8,00:14:BF:B1:7C:57,-68.0,9.523870851707304
9,00:16:B6:B7:5D:9B,-56.0,6.36041673163009
9,00:14:BF:B1:7C:54,-67.0,27.82674238929164
9,00:14:BF:B1:97:8D,-69.0,6.7187608976655815
9,00:14:BF:B1:7C:57,-71.0,9.523870851707304
9,00:11:88:28:5E:E0,-73.0,14.699107251802744
9,00:14:BF:B1:97:8A,-84.0,19.826560468220404
9,00:14:BF:B1:97:81,-93.0,30.816262005635924
10,00:16:B6:B7:5D:8F,-60.0,16.702590218286502
10,00:11:88:28:5E:E0,-63.0,14.699107251802744
10,00:16:B6:B7:5D:9B,-65.0,6.36041673163009
10,00:14:BF:B1:7C:54,-65.0,27.82674238929164
10,00:14:BF:B1:7C:57,-69.0,9.523870851707304
10,00:14:BF:B1:97:8D,-69.0,6.7187608976655815
10,00:14:BF:3B:C7:C6,-81.0,12.41130488707775
